id,element_type,web_name,team_name,opponent_team_name,was_home,now_cost,selected_by_percent,gameweek,minutes,shots,SoT,SiB,xG,npxG,G,npG,key_passes,xA,A,xGC,GC,xCS,CS,xGI,npxGI,xP,total_points,PvsxP,pos_touches,Att Pen,carries_final_third,carries_penalty_area
126,3,Hinshelwood,Brighton,Arsenal,False,5.0,0.1,3,90,3.0,1.0,2.0,0.2,0.2,0.0,0.0,1.0,0.1,0.0,2.0,1.0,0.059,0.0,0.3,0.3,3.359,2,-1.359,68.0,3.0,1.0,0.0
127,3,I.Osman,Brighton,Arsenal,False,5.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
128,2,Igor,Brighton,Arsenal,False,4.4,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
129,4,João Pedro,Brighton,Arsenal,False,5.7,28.1,3,90,1.0,1.0,1.0,0.3,0.3,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.059,0.0,0.3,0.3,2.2,8,5.8,58.0,8.0,4.0,5.0
130,3,Kozlowski,Brighton,Arsenal,False,4.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
131,2,Lamptey,Brighton,Arsenal,False,4.5,0.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
132,3,March,Brighton,Arsenal,False,6.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
133,3,Mazilu,Brighton,Arsenal,False,4.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
134,3,Milner,Brighton,Arsenal,False,5.0,0.1,3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,1.0,1,0.0,4.0,0.0,0.0,0.0
135,3,Minteh,Brighton,Arsenal,False,5.5,1.8,3,71,2.0,1.0,2.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.4,0.4,3.059,4,0.941,18.0,3.0,0.0,0.0
136,3,Mitoma,Brighton,Arsenal,False,6.6,8.3,3,84,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.3,0.0,2.0,1.0,0.059,0.0,0.3,0.3,2.959,2,-0.959,43.0,5.0,2.0,3.0
137,3,Moder,Brighton,Arsenal,False,4.5,0.3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
138,4,O’Mahony,Brighton,Arsenal,False,4.5,0.6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
139,2,Offiah,Brighton,Arsenal,False,4.0,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
140,3,Peupion,Brighton,Arsenal,False,4.5,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
141,3,Sarmiento,Brighton,Arsenal,False,4.9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
142,1,Steele,Brighton,Arsenal,False,4.5,2.6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
143,4,Undav,Brighton,Arsenal,False,5.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
144,2,Van Hecke,Brighton,Arsenal,False,4.5,0.6,3,90,2.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.1,0.1,1.837,2,0.163,78.0,1.0,5.0,0.0
145,2,Veltman,Brighton,Arsenal,False,4.5,2.4,3,71,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.1,0.1,2.837,2,-0.837,45.0,1.0,1.0,1.0
146,1,Verbruggen,Brighton,Arsenal,False,4.5,1.0,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,3.237,4,0.763,37.0,0.0,0.0,0.0
147,2,Webster,Brighton,Arsenal,False,4.5,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
148,4,Welbeck,Brighton,Arsenal,False,5.7,14.6,3,84,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.1,0.1,2.4,2,-0.4,21.0,2.0,0.0,0.0
149,3,Wieffer,Brighton,Arsenal,False,5.0,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.059,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
150,3,Andrey Santos,Chelsea,Crystal Palace,True,4.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
151,3,Ângelo,Chelsea,Crystal Palace,True,4.5,0.3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
152,1,Arrizabalaga,Bournemouth,Everton,False,4.5,0.5,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.043,0.0,0.0,0.0,3.174,3,-0.174,32.0,0.0,0.0,0.0
153,2,B.Badiashile,Chelsea,Crystal Palace,True,4.5,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
154,1,Bergström,Chelsea,Crystal Palace,True,4.0,0.3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
155,1,Bettinelli,Chelsea,Crystal Palace,True,4.0,0.4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
156,4,Broja,Everton,Bournemouth,True,5.5,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
157,3,Caicedo,Chelsea,Crystal Palace,True,5.0,0.6,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,2.626,2,-0.626,93.0,0.0,0.0,0.0
158,3,Casadei,Chelsea,Crystal Palace,True,4.5,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
159,2,Chalobah,Chelsea,Crystal Palace,True,4.4,0.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
160,2,Chilwell,Chelsea,Crystal Palace,True,4.9,0.6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
161,3,Chukwuemeka,Chelsea,Crystal Palace,True,4.9,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
162,2,Colwill,Chelsea,Crystal Palace,True,4.5,1.3,3,90,2.0,1.0,2.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.2,0.2,6.703,2,-4.703,123.0,2.0,0.0,0.0
163,2,Cucurella,Chelsea,Crystal Palace,True,5.0,6.0,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,4.503,2,-2.503,93.0,1.0,0.0,0.0
164,4,D.D.Fofana,Chelsea,Crystal Palace,True,5.4,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
165,4,Deivid,Chelsea,Crystal Palace,True,5.0,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
166,3,Dewsbury-Hall,Chelsea,Crystal Palace,True,5.9,0.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
167,2,Disasi,Chelsea,Crystal Palace,True,4.4,0.3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
168,3,Enzo,Chelsea,Crystal Palace,True,5.0,1.7,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,2.626,2,-0.626,92.0,2.0,0.0,0.0
169,3,Gallagher,Chelsea,Crystal Palace,True,5.9,0.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
170,2,Gilchrist,Chelsea,Crystal Palace,True,4.0,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
171,2,Gusto,Chelsea,Crystal Palace,True,5.0,2.9,3,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,4.503,2,-2.503,44.0,2.0,0.0,0.0
172,2,James,Chelsea,Crystal Palace,True,5.0,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
173,3,Kellyman,Chelsea,Crystal Palace,True,4.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
174,3,Lavia,Chelsea,Crystal Palace,True,4.5,1.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
175,4,Lukaku,Chelsea,Crystal Palace,True,6.3,0.3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
176,2,M.Sarr,Chelsea,Crystal Palace,True,4.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
177,3,Madueke,Chelsea,Crystal Palace,True,6.6,11.5,3,85,3.0,1.0,2.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.6,0.6,5.626,2,-3.626,37.0,2.0,2.0,1.0
178,4,Marc Guiu,Chelsea,Crystal Palace,True,5.0,0.8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
179,3,Mudryk,Chelsea,Crystal Palace,True,6.4,0.3,3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,1.0,0.626,0.0,0.2,0.2,1.6,1,-0.6,13.0,0.0,2.0,0.0
180,4,N.Jackson,Chelsea,Crystal Palace,True,7.6,6.0,3,90,4.0,3.0,4.0,1.3,1.3,1.0,1.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,1.3,1.3,9.2,6,-3.2,17.0,7.0,0.0,2.0
181,3,Nkunku,Chelsea,Crystal Palace,True,6.2,6.1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.4,1.0,0.626,0.0,0.1,0.1,1.3,1,-0.3,13.0,2.0,0.0,0.0
182,3,Palmer,Chelsea,Crystal Palace,True,10.6,41.4,3,90,2.0,1.0,0.0,0.1,0.1,0.0,0.0,5.0,1.2,1.0,0.4,1.0,0.626,0.0,1.3,1.3,7.726,6,-1.726,56.0,2.0,0.0,1.0
183,1,Petrović,Chelsea,Crystal Palace,True,4.4,0.5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
184,3,Renato Veiga,Chelsea,Crystal Palace,True,4.5,0.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
185,1,Sánchez,Chelsea,Crystal Palace,True,4.5,4.2,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,4.503,2,-2.503,39.0,0.0,0.0,0.0
186,3,Sterling,Arsenal,Brighton,True,6.8,1.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,0.109,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
187,2,Tosin,Chelsea,Crystal Palace,True,4.4,0.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.626,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
188,3,Ugochukwu,Southampton,Brentford,False,4.5,0.4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.0,0.001,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
189,2,W.Fofana,Chelsea,Crystal Palace,True,4.5,0.6,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.4,1.0,0.626,0.0,0.3,0.3,4.403,1,-3.403,84.0,1.0,0.0,0.0
190,3,Ahamada,Crystal Palace,Chelsea,False,4.5,0.3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
191,2,Andersen,Fulham,Ipswich,False,4.4,12.7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.467,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
192,3,J.Ayew,Leicester,Aston Villa,True,5.4,0.3,3,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.06,0.0,0.0,0.0,2.06,2,-0.06,37.0,0.0,2.0,0.0
193,3,C.Doucouré,Crystal Palace,Chelsea,False,4.9,0.1,3,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,1.0,4,3.0,19.0,1.0,1.0,1.0
194,2,C.Richards,Crystal Palace,Chelsea,False,4.5,0.2,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,1.01,2,0.99,42.0,1.0,0.0,0.0
195,2,Chadi Riad,Crystal Palace,Chelsea,False,4.4,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
196,2,Clyne,Crystal Palace,Chelsea,False,4.4,0.1,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,1.01,2,0.99,34.0,0.0,0.0,0.0
197,3,Ebiowei,Crystal Palace,Chelsea,False,4.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
198,4,Edouard,Leicester,Aston Villa,True,5.4,0.6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.06,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
199,3,Eze,Crystal Palace,Chelsea,False,6.9,24.8,3,90,3.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.0,0.0,2.2,1.0,0.002,0.0,0.2,0.2,3.002,10,6.998,51.0,3.0,0.0,2.0
200,2,Guéhi,Crystal Palace,Chelsea,False,4.5,6.0,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,1.01,2,0.99,43.0,1.0,0.0,0.0
201,1,Henderson,Crystal Palace,Chelsea,False,4.5,14.6,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,3.01,4,0.99,37.0,0.0,0.0,0.0
202,2,Holding,Crystal Palace,Chelsea,False,4.4,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
203,3,Hughes,Crystal Palace,Chelsea,False,4.9,0.0,3,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,29.0,1.0,0.0,1.0
204,1,Johnstone,Wolverhampton Wanderers,Nottingham Forest,False,4.4,0.4,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.112,0.0,0.0,0.0,3.448,3,-0.448,36.0,0.0,0.0,0.0
205,3,Kamada,Crystal Palace,Chelsea,False,5.4,0.3,3,87,2.0,1.0,1.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,2.2,1.0,0.002,0.0,0.1,0.1,2.502,2,-0.502,43.0,6.0,1.0,1.0
206,3,Lerma,Crystal Palace,Chelsea,False,4.9,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
207,4,Mateta,Crystal Palace,Chelsea,False,7.4,4.3,3,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,2.0,2,0.0,8.0,0.0,1.0,0.0
208,3,M.França,Crystal Palace,Chelsea,False,4.4,0.5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
209,1,Matthews,Crystal Palace,Chelsea,False,4.0,0.9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
210,2,Mitchell,Crystal Palace,Chelsea,False,4.9,1.8,3,90,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.1,0.1,1.61,2,0.39,44.0,1.0,2.0,0.0
211,2,Muñoz,Crystal Palace,Chelsea,False,5.0,3.5,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,2.2,1.0,0.002,0.0,0.1,0.1,0.31,1,0.69,56.0,3.0,1.0,1.0
212,3,Ozoh,Crystal Palace,Chelsea,False,4.5,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
213,3,Rak-Sakyi,Crystal Palace,Chelsea,False,4.5,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
214,3,Schlupp,Crystal Palace,Chelsea,False,4.9,0.1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,1.0,1,0.0,7.0,0.0,0.0,0.0
215,2,Ward,Crystal Palace,Chelsea,False,4.4,0.1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
216,3,Wharton,Crystal Palace,Chelsea,False,5.0,0.4,3,90,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2,1.0,0.002,0.0,0.0,0.0,2.002,2,-0.002,57.0,3.0,2.0,0.0
217,3,A.Doucoure,Everton,Bournemouth,True,5.4,0.3,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,1.0,1,0.0,9.0,1.0,0.0,0.0
218,4,Beto,Everton,Bournemouth,True,5.0,0.7,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,1.0,1,0.0,4.0,0.0,0.0,0.0
219,2,Branthwaite,Everton,Bournemouth,True,4.9,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
220,4,Calvert-Lewin,Everton,Bournemouth,True,5.9,1.8,3,87,2.0,1.0,2.0,0.3,0.3,1.0,1.0,1.0,0.2,1.0,2.3,3.0,0.065,0.0,0.5,0.5,3.8,12,8.2,34.0,7.0,0.0,0.0
221,2,Coleman,Everton,Bournemouth,True,4.4,0.0,3,90,1.0,1.0,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.6,0.6,5.858,1,-4.858,52.0,2.0,0.0,0.0
222,3,Gana,Everton,Bournemouth,True,5.0,0.1,3,90,2.0,1.0,2.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.2,0.2,3.065,2,-1.065,56.0,3.0,2.0,1.0
223,3,Garner,Everton,Bournemouth,True,5.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
224,3,Harrison,Everton,Bournemouth,True,5.4,0.2,3,90,2.0,1.0,0.0,0.1,0.1,0.0,0.0,5.0,0.8,0.0,2.3,3.0,0.065,0.0,0.9,0.9,6.965,2,-4.965,51.0,2.0,2.0,0.0
225,2,Holgate,Everton,Bournemouth,True,4.0,0.5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
226,3,Iroegbunam,Everton,Bournemouth,True,4.5,1.2,3,90,2.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.1,0.0,2.3,3.0,0.065,0.0,0.2,0.2,1.865,1,-0.865,51.0,6.0,4.0,1.0
227,1,J.Virginia,Everton,Bournemouth,True,4.0,0.6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
228,2,Keane,Everton,Bournemouth,True,4.0,4.3,3,90,3.0,1.0,3.0,0.2,0.2,1.0,1.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.2,0.2,1.458,6,4.542,43.0,4.0,0.0,0.0
229,4,Maupay,Everton,Bournemouth,True,4.9,0.9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
230,3,McNeil,Everton,Bournemouth,True,5.4,0.6,3,90,2.0,1.0,1.0,0.1,0.1,0.0,0.0,6.0,0.7,1.0,2.3,3.0,0.065,0.0,0.8,0.8,4.665,6,1.335,56.0,3.0,2.0,0.0
231,2,Mykolenko,Everton,Bournemouth,True,4.4,6.0,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,1.258,1,-0.258,38.0,1.0,1.0,0.0
232,4,Ndiaye,Everton,Bournemouth,True,5.4,0.2,3,82,3.0,2.0,3.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.3,0.3,3.2,2,-1.2,34.0,4.0,2.0,2.0
233,3,Onana,Aston Villa,Leicester,False,5.1,8.6,3,61,3.0,1.0,3.0,0.4,0.4,1.0,1.0,1.0,0.1,0.0,0.3,1.0,0.381,0.0,0.5,0.5,3.681,9,5.319,36.0,3.0,1.0,0.0
234,2,Patterson,Everton,Bournemouth,True,4.4,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
235,1,Pickford,Everton,Bournemouth,True,4.9,10.8,3,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,2.258,2,-0.258,41.0,0.0,0.0,0.0
236,2,Tarkowski,Everton,Bournemouth,True,4.9,1.4,3,90,1.0,0.0,1.0,0.1,0.1,0.0,0.0,1.0,0.1,0.0,2.3,3.0,0.065,0.0,0.2,0.2,2.158,1,-1.158,47.0,2.0,0.0,0.0
237,4,Y. Chermiti,Everton,Bournemouth,True,5.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,0.065,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
